"source_table","row_name","item_id","sample_name","item_type","inventory_category","server_bucket","rarity","slot","stackable","stack_max","value","current_index","server_propid"
"DT_Armor","WS_Helm","ws_hm","NSLOCTEXT(""[47FBC71D4C96438BD8738198C101CB50]"", ""02F3A1DC40A72BFAF33264802344BB3F"", ""Helm of Water King"")","Armor","Armor","equip","Legendary","Head","False","1","115","0","800100115"
"DT_Armor","WS_Pants","ws_ps","NSLOCTEXT(""[47FBC71D4C96438BD8738198C101CB50]"", ""A1A9D3A84FA0D825CA289FA28CDA1F18"", ""Pants of Water King"")","Armor","Armor","equip","Legendary","Legs","False","1","115","0","800100116"
"DT_Armor","WS_Plate","ws_pt","NSLOCTEXT(""[47FBC71D4C96438BD8738198C101CB50]"", ""BFF989BC47B0D913CC4D76A15093F000"", ""Plate of the Water King"")","Armor","Armor","equip","Legendary","Chestplate","False","1","115","0","800100117"
"DT_Consumables","AFD_big_armor","shp_01","INVTEXT(""Big Armor For Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_big_atkspd","shp_01","INVTEXT(""Big ATK SPD For Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_big_dmg","shp_01","INVTEXT(""Big DMG For Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_big_hp","shp_01","INVTEXT(""Big HP For Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_big_mp","shp_01","INVTEXT(""Big MP For Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_big_sp","shp_01","INVTEXT(""Big SP For Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_armor","shp_01","INVTEXT(""Small Armor For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_atkspd","shp_01","INVTEXT(""Small ATK SPD For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_dmg","shp_01","INVTEXT(""Small DMG For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_hp","shp_01","INVTEXT(""Small HP For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_mp","shp_01","INVTEXT(""Small MP For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AFD_small_sp","shp_01","INVTEXT(""Small SP For Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_armor","shp_01","INVTEXT(""Big Armor Over Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_atkspd","shp_01","INVTEXT(""Big ATK SPD Over Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_dmg","shp_01","INVTEXT(""Big DMG Over Potion"")","Potion","Consumable","consume","Legendary","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_hp","shp_01","INVTEXT(""Big HP Over Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_mp","shp_01","INVTEXT(""Big MP Over Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_big_sp","shp_01","INVTEXT(""Big SP Over Potion"")","Potion","Consumable","consume","Epic","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_armor","shp_01","INVTEXT(""Small Armor Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_atkspd","shp_01","INVTEXT(""Small ATK SPD Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_dmg","shp_01","INVTEXT(""Small DMG Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_hp","shp_01","INVTEXT(""Small HP Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_mp","shp_01","INVTEXT(""Small MP Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","AOD_small_sp","shp_01","INVTEXT(""Small SP Over Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_big_hp","shp_01","INVTEXT(""Big HP Instant Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_big_mp","shp_01","INVTEXT(""Big MP Instant Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_big_sp","shp_01","INVTEXT(""Big SP Instant Potion"")","Potion","Consumable","consume","Superior","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_small_hp","shp_01","INVTEXT(""Small HP Instant Potion"")","Potion","Consumable","consume","Common","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_small_mp","shp_01","INVTEXT(""Small MP Instant Potion"")","Potion","Consumable","consume","Common","Pocket1","True","99","10","0","800100101"
"DT_Consumables","Ins_small_sp","shp_01","INVTEXT(""Small SP Instant Potion"")","Potion","Consumable","consume","Common","Pocket1","True","99","10","0","800100101"
"DT_Cooking","AOD_Bangussauce","Beer","INVTEXT(""Cut bangus sauce flakes"")","Food","Consumable","consume","Epic","Pocket1","True","99","2","0","200900102"
"DT_Cooking","AOD_BeefAdobo","Beer","INVTEXT(""Beed adobo inasal"")","Food","Consumable","consume","Epic","Pocket1","True","99","2","0","200900102"
"DT_Cooking","AOD_Greensaladflakes","Beer","INVTEXT(""Green salad flakes"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900102"
"DT_Cooking","AOD_Halftunasauce","Beer","INVTEXT(""Half tuna sause cream"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900102"
"DT_Cooking","AOD_Mushroomsalad","Beer","INVTEXT(""Mushroom salad in a plate"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900102"
"DT_Cooking","AOD_Tunaporkflakes","Beer","INVTEXT(""Tuna pork flakes"")","Food","Consumable","consume","Legendary","Pocket1","True","99","2","0","200900102"
"DT_Cooking","EBVegan","Beer","INVTEXT(""Grilled beef with egg"")","Food","Consumable","consume","Legendary","Pocket1","True","99","2","0","200900102"
"DT_Cooking","MixMushroom","Beer","INVTEXT(""Rambulan ng mushroom"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900102"
"DT_Cooking","MushroomSoup","Beer","INVTEXT(""Mushroom Soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900102"
"DT_Cooking","PBTilapia","Beer","INVTEXT(""Grilled Pork, Beef and Tilapia"")","Food","Consumable","consume","Legendary","Pocket1","True","99","2","0","200900102"
"DT_Cooking","PBTuna","Beer","INVTEXT(""Grilled Pork, Beef and Salmon"")","Food","Consumable","consume","Legendary","Pocket1","True","99","2","0","200900102"
"DT_Cooking","TilapiaTomatoe","Beer","INVTEXT(""Sharshado"")","Food","Consumable","consume","Legendary","Pocket1","True","99","2","0","200900102"
"DT_Cooking","BBQGrilled","Bread","INVTEXT(""BBQ grilled smoke"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","BeefGrilledMushroom","Bread","INVTEXT(""Beef grilled mushrrom"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","BlueSoup","Bread","INVTEXT(""Blue onion soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","BrownSoup","Bread","INVTEXT(""Brown carrot soup"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","DoubleFishGrilled","Bread","INVTEXT(""Twin fish grilled"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","FamilyFishGrilled","Bread","INVTEXT(""Family fish grilled"")","Food","Consumable","consume","Epic","Pocket1","True","99","1","0","200900101"
"DT_Cooking","FishGrilledMushroom","Bread","INVTEXT(""Fish mushroom grilled"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","GoldSoup","Bread","INVTEXT(""Mushroom golden soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","Greensoup","Bread","INVTEXT(""Leaf soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","KarneInihaw","Bread","INVTEXT(""Inihaw na karne"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","MaroonSoup","Bread","INVTEXT(""Kalabasa soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","MushroomGrilled","Bread","INVTEXT(""Mushroom grilled"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","PinkSoup","Bread","INVTEXT(""Heart soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","RambleGrilled","Bread","INVTEXT(""Ramble grilled smoke"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900101"
"DT_Cooking","RedSoup","Bread","INVTEXT(""Red fish soup"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","TwiBBQGrilled","Bread","INVTEXT(""Twin BBQ grilled"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900101"
"DT_Cooking","ApplePen","Breadroll","INVTEXT(""Pen pen apple pen"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","200900103"
"DT_Cooking","Failed","Breadroll","INVTEXT(""Lupa man ini"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","200900103"
"DT_Cooking","OnigiriTuna","Carrot","INVTEXT(""Onigiri with tuna on top"")","Food","Consumable","consume","Epic","Pocket1","True","99","1","0","200900104"
"DT_Cooking","TilapiaInihaw","Cucumber","INVTEXT(""Inihaw na tilapia"")","Food","Consumable","consume","Superior","Pocket1","True","99","2","0","200900105"
"DT_CraftingIngredients","Azure","Azure","INVTEXT(""Azure Gemstone"")","Crafting Ingredient","None","unknown","Superior","None","True","99","155","0","800100102"
"DT_CraftingIngredients","BlueCloth","BlueCloth","INVTEXT(""Blue Cloth"")","Crafting Ingredient","None","unknown","Superior","None","True","99","2","0","800100103"
"DT_CraftingIngredients","Bronze","Bronze","INVTEXT(""Bronze Bars"")","Crafting Ingredient","None","unknown","Common","None","True","99","25","0","800100104"
"DT_CraftingIngredients","Copper","Copper","INVTEXT(""Copper Bars"")","Crafting Ingredient","None","unknown","Superior","None","True","99","15","0","800100105"
"DT_CraftingIngredients","Gold","Gold","INVTEXT(""Gold Bars"")","Crafting Ingredient","None","unknown","Epic","None","True","99","100","0","800100106"
"DT_CraftingIngredients","GreenCloth","GreenCloth","INVTEXT(""Green Cloth"")","Crafting Ingredient","None","unknown","Epic","None","True","99","2","0","800100107"
"DT_CraftingIngredients","Leather","Leather","INVTEXT(""Piece of Leather"")","Crafting Ingredient","None","unknown","Common","None","True","99","5","0","800100108"
"DT_CraftingIngredients","RedCloth","RedCloth","INVTEXT(""Red Cloth"")","Crafting Ingredient","None","unknown","Epic","None","True","99","2","0","800100109"
"DT_CraftingIngredients","Ruby","Ruby","INVTEXT(""Ruby Gemstone"")","Crafting Ingredient","None","unknown","Legendary","None","True","99","140","0","800100110"
"DT_CraftingIngredients","Silver","Silver","INVTEXT(""Silver Bars"")","Crafting Ingredient","None","unknown","Superior","None","True","99","10","0","800100111"
"DT_CraftingIngredients","Steel","Steel","INVTEXT(""Steel Bars"")","Crafting Ingredient","None","unknown","Common","None","True","99","40","0","800100112"
"DT_CraftingIngredients","Twine","Twine","INVTEXT(""Twine"")","Crafting Ingredient","None","unknown","Common","None","True","99","2","0","800100113"
"DT_CraftingIngredients","Wood","Wood","INVTEXT(""Wood"")","Crafting Ingredient","None","unknown","Common","None","True","99","3","0","800100114"
"DT_Fish_Ingredients","Fish_01","fish_01","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""036B48094B3B8DE68BB607B8FA6676EF"", ""Green Tilapia"")","Food","Consumable","consume","Common","Pocket1","True","99","1","0","800100115"
"DT_Fish_Ingredients","Fish_02","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""F34CE39A48FB4DE1E4FD55AC1BA71556"", ""Red Tide Tilapia"")","Food","Consumable","consume","Epic","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_03","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""4BA693324B1E2F80DFB87896B21E8FB4"", ""Jumbo Piranha"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_04","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""3B2B35024560F74DD813198D09A75D8D"", ""Blue Tambaguy"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_05","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""6AF4475F43E0C907877F32BA759FE24E"", ""Green Tambaguy"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_06","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""312B835649DF2A8EAD70208082743240"", ""Angry Tambaguy"")","Food","Consumable","consume","Superior","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_07","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""BF2968924ABC48D45190618BF82E762F"", ""Proud Salmon"")","Food","Consumable","consume","Epic","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_08","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""865CC89A4A5A866935B47E8E8E371F6C"", ""Golden Isda"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_09","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""90D041A24381BF6F202A848410129011"", ""Happy Isda"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_10","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""6E71315A4A752BF3138D849877F477E7"", ""Brownish Isda"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_11","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""3ED0250D412C4DFDEE21329E99454862"", ""Chismosang Isda"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Fish_12","fish_02","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""52E53E784DE69B89BF708CA927743979"", ""Chismosong Isda"")","Food","Consumable","consume","Legendary","Pocket1","True","99","1","0","800100116"
"DT_Fish_Ingredients","Wheat","g_wheat","NSLOCTEXT(""[BFC4466C457558225C99F1AA320C75B2]"", ""42D174D046563EB4E6E7F9B46FDA58D6"", ""Wheat"")","Crafting Ingredient","None","unknown","Superior","None","True","99","28","0","800100117"
"DT_GatherResources","Apple","g_apple","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""8AF58B1E4AD93BE181B3DC98495B76F1"", ""Apple"")","Food","Consumable","consume","Consumable","Pocket1","True","99","1","0","800100118"
"DT_GatherResources","Bush","g_bush","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""30B6744842DF8783CF1D3A8897991038"", ""Enchanted Bush"")","Crafting Ingredient","None","unknown","Superior","None","True","99","28","0","800100119"
"DT_GatherResources","Mushroom","g_mushroom","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""E33EF327429ABD9464EDA9B286BB82D8"", ""Red Mushroom"")","Food","Consumable","consume","Consumable","Pocket1","True","99","1","0","800100120"
"DT_GatherResources","Potato","g_potato","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""D7EC7F214274AFF01C66C0A2708A42AA"", ""Potato"")","Food","Consumable","consume","Consumable","Pocket1","True","99","1","0","800100121"
"DT_GatherResources","Stone","g_stone","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""8F106DCE4DF066A9E69F07B07B9F476F"", ""Stone"")","Crafting Ingredient","None","unknown","Common","None","True","99","28","0","800100122"
"DT_GatherResources","Wheat","g_wheat","NSLOCTEXT(""[F5DE5C0547362CB376D7BC8CC72781D1]"", ""7D8EECED4831C0EC79F2929D5A9573A9"", ""Wheat"")","Crafting Ingredient","None","unknown","Superior","None","True","99","28","0","800100117"
"DT_Glider","Book01LBrown","glider01","NSLOCTEXT(""[620647F44833030942472C9B0B6EA5E8]"", ""1BBC65B6404A97394E13BABC18D14F73"", ""Adventurer Skyblue Wood Glider"")","Glider","Mount","equip","Legendary","Glider","False","1","28","0","800100123"
"DT_Glider","Book01LBrown_0","glider02","NSLOCTEXT(""[620647F44833030942472C9B0B6EA5E8]"", ""44051B27440772DFCAE696B98139D94A"", ""Adventurer Red Wood Glider"")","Glider","Mount","equip","Superior","Glider","False","1","28","0","800100124"
"DT_Glider","Book01LBrown_1","glider02","NSLOCTEXT(""[620647F44833030942472C9B0B6EA5E8]"", ""178498194FC9802FEA7D64BCF23F9849"", ""Adventurer Green Wood Glider"")","Glider","Mount","equip","Epic","Glider","False","1","28","0","800100124"
"DT_Glider","Book01LBrown_2","glider02","NSLOCTEXT(""[620647F44833030942472C9B0B6EA5E8]"", ""F55E84A14AB6B59FE150F09C2F0233F9"", ""Adventurer Brown Wood Glider"")","Glider","Mount","equip","Common","Glider","False","1","28","0","800100124"
"DT_Weapons","BasicArrow01","BasicArrow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""40B1D8AE467EE702FA6CBBABE26E5C6B"", ""Basic Wood Arrow"")","Arrow","Range","equip","Superior","Arrow","True","50","3","0","800100118"
"DT_Weapons","BenezerShield_DDRank1","Benezershield_DSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""60BD70ED4ADF3C26B9B4CA86DC19484E"", ""Defender Pawn Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100119"
"DT_Weapons","BenezerShield_DDRank2","Benezershield_DSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""3D0E68F6480FE3A4BF9DDCBFC0E47B3C"", ""Defender Knight Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100120"
"DT_Weapons","BenezerShield_DDRank3","Benezershield_DSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""85524B5047C9C4A90197A9B23D8CD386"", ""Royal Defender Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100121"
"DT_Weapons","BenezerShield_KDRank1","Benezershield_KSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""3E33682944A6AC3595B1158795FCF321"", ""Castle Pawn Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100122"
"DT_Weapons","BenezerShield_KDRank2","Benezershield_KSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""A55D93BE468EAD48B91C58A6C8FEC446"", ""Castle Knight Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100123"
"DT_Weapons","BenezerShield_KDRank3","Benezershield_KSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""CAF59351440339F82F61BAB50188D484"", ""Castle Captain Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100124"
"DT_Weapons","BenezerShield_NDRank1","Benezershield_NSR1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""DA6B4BAF4B0D101E9201439EED8ECE6C"", ""Night Watcher Pawn Shield"")","Shield","Weapon","equip","Superior","Shield","False","1","45","0","800100125"
"DT_Weapons","BenezerShield_NDRank2","Benezershield_NSR2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""C194E3324BCD2A8578EAF787044964E6"", ""Night Watcher Guard Shield"")","Shield","Weapon","equip","Epic","Shield","False","1","45","0","800100126"
"DT_Weapons","BenezerShield_NDRank3","Benezershield_NSR3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""E9CFEF344E9FC403247D5FB0420C2EE4"", ""Night Watcher Knight Shield"")","Shield","Weapon","equip","Legendary","Shield","False","1","45","0","800100127"
"DT_Weapons","ClaybornBlade_CDRank1","Clayborn_CF1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""6E70235B452DAAD8602F9FAD9D207E87"", ""Clayborn\'s Blade of cutlas R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100129"
"DT_Weapons","ClaybornBlade_CARank2","Clayborn_CF2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""F9616DE54B700AB8B03C5AB3092447D7"", ""Clayborn\'s Blade of cutlas R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100128"
"DT_Weapons","ClaybornBlade_CSRank3","Clayborn_CF3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""64D6260C4233B3DBB24143B6D9FEC29F"", ""Clayborn\'s Blade of cutlas R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100130"
"DT_Weapons","ClaybornBlade_FDRank1","Clayborn_FF1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""644A6DD145918B9CBA7948A77E3CFA7B"", ""Clayborn\'s Blade of fluke R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100132"
"DT_Weapons","ClaybornBlade_FARank2","Clayborn_FF2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""4E77E585413967A8A792DB8AEDD066DA"", ""Clayborn\'s Blade of fluke R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100131"
"DT_Weapons","ClaybornBlade_FSRank3","Clayborn_FF3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D263E38A40BBDB2F388990A60368FCA0"", ""Clayborn\'s Blade of fluke R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100133"
"DT_Weapons","ClaybornBlade_GDRank1","Clayborn_GF1","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D5CF70CF4B9EFA233A7945B1F16BF5F7"", ""Clayborn\'s Blade of gladius R1"")","Weapon","Weapon","equip","Superior","Weapon","False","1","125","0","800100135"
"DT_Weapons","ClaybornBlade_GARank2","Clayborn_GF2","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""F549D59041091470A45222943C717A81"", ""Clayborn\'s Blade of gladius R2"")","Weapon","Weapon","equip","Epic","Weapon","False","1","125","0","800100134"
"DT_Weapons","ClaybornBlade_GSRank3","Clayborn_GF3","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""D40C4A7F489BDD50D678CCB23B0FB75E"", ""Clayborn\'s Blade of gladius R3"")","Weapon","Weapon","equip","Legendary","Weapon","False","1","125","0","800100136"
"DT_Weapons","DawnDemonicBow_1","DBow01","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""076CD1AB4CE1D4DE4969C7BB2CE5E3DE"", ""Dawn Demonic Bow R1"")","Bow","Range","equip","Superior","Bow","False","1","45","0","800100137"
"DT_Weapons","DawnDemonicBow_2","DBow02","NSLOCTEXT(""[92D673A54F3309A2C4644681576ED93E]"", ""4BB28A6B481309939F3764B37B527E1A"", ""Dawn Demonic Bow R2"")","Bow","Range","equip","Epic","Bow","False","1","45","0","800100138"
